has_expired,job_type,sector,state,uniq_id,Category
No,full time,Experienced ,NC,1221f2a987f0ac1fde244f2c1443d00f,Other
No,full time,Legal,GA,ea78a0cacadbec7e59cbef29d0065393,Legal
No,full time,Experienced ,IL,9209a1de40d884f02dc60ec593629aef,Other
No,full time,Experienced ,KY,775e84d2922f1cebb4376a5d20075de6,Other
No,full time,Administrative,CA,776bd5c4c2412714ed9f1ac098470aac,Administration
No,full time,Customer Support,MN,3e5cb140f5430a8f59ea1a3fda516b4e,Communications
No,full time,Customer Support,CO,a82796adb443e7e73226381d00d8d88b,Communications
No,full time,Customer Support,MA,62eb60dd27d717c07d96205c01ef7788,Communications
No,full time,Customer Support,FL,eb0eeb66588c87d38dc7451402af7bfb,Communications
No,full time,Customer Support,TX,2c6716599c19eacb1ada9b2369394fc5,Communications
No,full time,Sales,OH,bd0fb4bdb20c707d7ba0ec9da1e58aed,Finances
No,full time,Administrative,OH,ff0a14d110ed158f7177fd3f7442689d,Administration
No,full time,Field SalesGeneral,OH,e6b8f37d672bfc299713e7a06a36e43c,General
No,full time,Installation,OH,d658f12a78788fae6b11cf5d4f5bd430,Engineering
No,full time,Entry Level,CA,9f5c71d7ca070c2a7320c73f6433d9a6,General
No,full time,Security,OH,b0b2364bf010f33b537112ecb7a67d92,Legal
No,full time,Entry Level,WI,89a9a7144ec1f1837c73cf4ec946e61c,General
No,full time,Customer Support,TX,00ee9b543df682f25a68248c74c3a819,Communications
No,full time,Medical,TX,c521d7c96a4d1f0a4964384759303eb0,Medical
No,full time,Medical,TX,a03cc81b215aeae20638fafeba50bf1e,Medical
No,full time,Sales,TX,73b3e1df114ed0c299b598b2cc5300a8,Finances
No,full time,Entry Level,OR,b1ee4701e95166be0453642960e1f292,General
No,full time,Logistics,OR,ee66d447922c8bc9679691389bfb2748,Business
No,full time,Human Resources,OR,53df9192d33126768f21009a4073cab9,Development
No,full time,Experienced ,VA,666218e178655bd149d7d92265b15c5e,Other
No,full time,Business,MN,859885199d1b86a887808f52d0f863af,Business
No,full time,Manager ,NJ,1125e82d3176b9d0ba9d36bb19c358bc,Management
No,full time,Business,WA,845fb27d24af00f3edb91fa96326354e,Business
No,full time,Experienced ,TX,958f8d4d74eea44c6bc3e868a213c90c,Other
No,full time,Experienced ,CA,58ffb9fe0173f62b2e049fa54003fd38,Other
No,full time,Experienced ,WA,2f286eff57c5be3aca629213b872456b,Other
No,full time,Business,NE,85d369c3fc64c11b3856d8a636659ba4,Business
No,part time,Food Services,TN,bd6e142fff6a27a29d41548d60e58f8b,General
No,full time,Experienced ,FL,522d75b0f7e683697c8c6f2fbe9ecdfc,Other
No,full time,Food Services,PA,5f4c2cf243539a9758716d42ae4959fe,General
No,part time,Sales,NV,bf8f633eba8f4074ced84bbff62689f7,Finances
No,full time,Experienced ,WA,e685af4f76a72cd342dbf89892174eff,Other
No,full time,Experienced ,CA,51a9d0a777ef493781750f7e1b8a551b,Other
No,full time,Business,IL,d3179c6a85428f38c0a36974e209d3f8,Business
No,full time,Education Level High School or equivalent,WA,d56e0e5eb270b236f99283fc262be074,Education
No,full time,Business,NJ,71ff6be837868af5ec6c1caf79bb4dd6,Business
No,full time,Experienced ,TX,f35d6534f5d8710e436ad9e9a7cd98ad,Other
No,full time,Engineering,TN,bbeedaf17a128901ee6d32cf5d5c0a99,Engineering
No,full time,Medical,TN,f71d37d50e9a07a67590e99ebe31e224,Medical
No,full time,Installation,TN,541b72a33b95b9755e5b9f9a04bd60e0,Engineering
No,part time,Sales,TN,ef68e541ac6ff587ae93f56a21761650,Finances
No,full time,Experienced ,FL,32640324d6863c7c7f207a67186f376a,Other
No,full time,Accounting,PA,eb0fc00ceb004bc0be2fa0ecda92de86,Accounting
No,full time,Experienced ,PA,cdef4c0555f3732efba423620adc31b0,Other
No,full time,Food Services,VT,6129666597512728c0d27e3972d06dc8,General
No,full time,Food Services,MN,a0925a5e49c8e5c8586ebd9f862ed3ed,General
No,full time,Food Services,WA,a6f704b95e659eaa5c87e9fd401f6030,General
No,full time,Accounting,MA,400e0fccd205ba3b98847927351e3983,Accounting
No,full time,Food Services,CA,4585ac1617824fcf6e870d29a0008636,General
No,full time,Food Services,TX,a4f345271bc6e386bb7bfc73616ed193,General
No,full time,Experienced ,MA,f27a0ab9144ccefcd3649264b8401872,Other
No,full time,Food Services,PA,6e5c7585a2899a019d4ff1608e82aa36,General
No,full time,Food Services,MN,a6ba30a1a189726f71abac9c9ee4b5de,General
No,part time,Food Services,OH,2d434c7d37ea8c19c3fe425de92daf84,General
No,full time,Food Services,FL,e4fd4ae8f9f69d0290c06438961dc5da,General
No,full time,Experienced ,IN,a8ebcab0efbc66e113543bf233a751eb,Other
No,full time,Accounting,CO,40895970d2097c7ec46221a43f0a76f2,Accounting
No,full time,Accounting,MA,78f96a7f675003b3c0e50bf0bbac510c,Accounting
No,full time,Accounting,OH,82d06327870acbb7e20d2a3f21b6d493,Accounting
No,full time,Food Services,MN,435fa45663587b1a3bcf0d6344dccf50,General
No,full time,Experienced ,MA,efefeb54da25a7fa9d58d69563ac7fe6,Other
No,full time,Experienced ,VA,e10d6157ee81d8a06928b422a977aff9,Other
No,full time,Food Services,NJ,7397ad8a5dce1e78b12632cb648d5f7c,General
No,full time,Security,NH,ac9624a2fd765d0dcdbfb89f38b2a5f2,Legal
No,full time,Entry Level,CA,a5a823534b9f3812be7b3f366173cd5c,General
No,full time,Manager ,CA,52cc74d7cb9f13fbdd29d26c96bd2b34,Management
No,full time,Marketing,NY,0f31678059a168fba2907678c466d871,Marketing
No,full time,Experienced ,CA,71d8638cc065b6b47ba9d6b522099729,Other
No,full time,Experienced ,PA,4f6d65185b34cb71d023d4272cd76f0d,Other
No,part time,Security,TX,19b2e0e863b6964fc7e239937d811ce2,Legal
No,full time,Entry Level,TX,e5c7993ea68dc6e0e208b022682e7a79,General
No,full time,Security,IL,2c0952becd915ac602bd7ac0ce33cd02,Legal
No,full time,Security,OH,d307a255536d508b007db085a2338c40,Legal
No,full time,Security,FL,47baccb07af435cefe310b8fea88ed33,Legal
No,full time,Security,FL,ced3c69d83333ad0211bb3fbb8ac430a,Legal
No,full time,Experienced ,MD,54bbe5f74ce2c2f1aa41fe7f5347e914,Other
No,part time,Experienced ,DE,aa6374fb5d6e869625fe80d33b4511f7,Other
No,full time,Experienced ,KY,94eec899ae53394a136f06d13db0de61,Other
No,full time,Experienced ,PA,e5dff3bb075d5f56ed5a7c59ab8e80c3,Other
No,part time,Security,MO,f2df2dede8c6b8a70e3079936b7bbec5,Legal
No,full time,Experienced ,OH,2c9526b069a3f740001b5a32927725c0,Other
No,full time,Security,SD,7b3f6eb98527c891d3f1b4988c0ef0d6,Legal
No,full time,Entry Level,CA,16b5ee3186fac7d71ac4a5e1ed704b11,General
No,full time,Security,VA,bd34899b4dd3e6eecb9c699abbf2a382,Legal
No,full time,Security,MA,2ebf5a2ebd4db9eac7af21a51b17ca07,Legal
No,full time,Security,NH,1f5b6f8cb0bd1f81570bb9df1a444304,Legal
No,full time,Security,PA,30c1a86bfd179be114d345f2db1d99e8,Legal
No,full time,Security,TX,bfd8273c971de20b97603b970d948137,Legal
No,full time,Experienced ,CA,b11682ec2f008fb6eb4ace3884e3d452,Other
No,full time,Sales,CO,9243284b977eb588453202dcea920136,Finances
No,full time,Manager ,CO,ea854a69ed19387446ba7bd61de75ab9,Management
No,full time,Security,NY,0cfa0945d5003e5703560c3ba0ec7d7d,Legal
No,full time,Sales,TX,2f2aa0a3624d069332057c3f3c350dbe,Finances
No,full time,Experienced ,TX,205fe743a7bfec3b6d3103584be1f481,Other
No,full time,Customer Support,TX,14733bff961d3277c5947fc3bd03be86,Communications
No,full time,Experienced ,OH,4eb9e5043f0311fa80bc51a823b3a8ff,Other
No,full time,Experienced ,TX,a67323e73cf7e576c05d85624ce60e8d,Other
No,full time,Experienced ,TX,d15d12ed0cfeec0c660e1523dbe2baf5,Other
No,full time,Experienced ,CA,26a5b63e8f2061e9220082c564aae0f7,Other
No,part time,Security,WV,8634a4cb3293e4136bfe6cd66e48c832,Legal
No,part time,Security,OH,d39ac327c8a643353bf6d52ff769373d,Legal
No,full time,Experienced ,TX,608b4c534c25a79836dc18a98ebec092,Other
No,full time,Sales,TX,0bf3fc03c02c2197d11263cbf13d02fb,Finances
No,full time,Business,TX,909655370d1f7be67c77653cdc1536b0,Business
No,full time,Accounting,TX,7c6a1a012e95dfa70f1178be5e1c3de1,Accounting
No,full time,Experienced ,TX,351fe359510258aedb2b451628e096c0,Other
No,full time,Experienced ,TX,314381feb4f352065bd53c4e39f0af11,Other
No,full time,Experienced ,CO,23073438ca7eceb8f1f54e71b8f87ac4,Other
No,full time,Experienced ,TX,994923a191ee1082bc1a92a53ae921b4,Other
No,full time,Security,MD,c15f4b346ea091cf9f024648324e692d,Legal
No,full time,Security,NH,99e78127d97acbc3a79d36415d4d123d,Legal
No,full time,Food Services,TX,4880f0df974e53bd397db6750a465cef,General
No,full time,Experienced ,CO,1b508ac894b91f433be69878b378e6c7,Other
No,full time,Building Construction,CO,0b2477f602afbaa7d7173759e350a4bd,Construction
No,full time,Sales,TX,faa082538fad4b8bd9c7aa8a862edb4e,Finances
No,full time,Medical,TX,d1874a9788d92885fb46f3e5af2ddb1b,Medical
No,full time,Medical,TX,3a26868795b090bbdafda6d7609dc9a3,Medical
No,full time,Experienced ,TX,526ec4c26213dd90703f7db54cba0096,Other
No,full time,Experienced ,TX,0c421fe32d0fc2fac7ed1a230c10737a,Other
No,full time,Experienced ,TX,7c1f940b1c04ca9e976013784ab23080,Other
No,part time,Security,PA,5a3004910adacd83b96312b9721c5b46,Legal
No,full time,Security,VA,2418a1381eefceaa0ddfa32c112892e1,Legal
No,full time,IT,TX,d317c3d4301731a4b516fcea88f3fee6,IT
No,full time,Installation,CO,66b407a3e61d42458f0448d53dc20415,Engineering
No,full time,Accounting,TX,f7ae03085a5735ed55eed7eecbe73b2e,Accounting
No,full time,Experienced ,TX,f355cb77219b3944180ced09420a68e8,Other
No,full time,Marketing,CO,592274127538475a67fb885322400ad9,Marketing
No,full time,Experienced ,CA,7e62d01b78e63df7cc584a4f579a2747,Other
No,full time,IT,TX,c782ab539d43d0d9c51ab2e5d40fd1ce,IT
No,part time,Medical,CO,29ee601efe44745f7532b640cdfcf76b,Medical
No,full time,Manufacturing,TX,59a6cc356554efc1a52ad2e76485741e,Business
No,full time,Experienced ,CO,61718ec7fcbea1b803caf7eb95fc75c3,Other
No,full time,Experienced ,TX,8652c681158cf21191c2ed7591401596,Other
No,full time,Security,PA,ac7054e57c5cd265fc164c44b544d56c,Legal
No,full time,Security,NY,1e009e17796c1d1665991ee4a1f1691f,Legal
No,full time,Administrative,TX,fd237311e05c45d4a40195b643891e9c,Administration
No,full time,Experienced ,CO,6d6f33d35f8237e734497c2e9f1fbdac,Other
No,full time,Installation,TX,193fa381daa0449f56b244f90cbdd779,Engineering
No,full time,Accounting,TX,7afdae7c18d8ef122681af8cec321fa4,Accounting
No,full time,Human Resources,CO,454a40ca781dfdcfb055c55ace51b08f,Development
No,full time,IT,TX,9eab5aaaebcc9d0733e577bce9655244,IT
No,full time,Business,TX,ac4a1cb299210f3e105f503e95252733,Business
No,full time,Experienced ,TX,9f781a3362afa7826dd5f5cf52b9d8d0,Other
No,full time,Experienced ,CA,fe86be9a2c9c048ddbd29d8e32011e22,Other
No,part time,Security,WA,818ffcf1b3dee9d680ea380e5363145d,Legal
No,full time,Experienced ,TX,de0a318c271454d10b7c6984c4ef2802,Other
No,full time,IT,TX,ee4bf96688354dc27dff1eba447c08a3,IT
No,full time,Logistics,TX,bb8f7cfe52d03fb723e95cb11ea69fd3,Business
No,full time,Security,NH,2a5fe1396141a0d4c88b3099b3b42502,Legal
No,full time,Accounting,TX,2b4b16216b877a71bcdcac9ed7b1de0c,Accounting
No,full time,Experienced ,TX,ce327686e403267db8d919c0c407215e,Other
No,full time,Security,IL,d9a486e56560256c534c2e9a5ea82ad7,Legal
No,full time,Manufacturing,CO,de18779617168173e69d1750281d6efa,Business
No,full time,Customer Support,TX,d341795fdaad31985257afe40cf87369,Communications
No,full time,IT,TX,a4a3dfc9f983a311aaebf2a3a0b6a434,IT
No,full time,Sales,NJ,5dfac2cf7d978461bb25a8a7778234ab,Finances
No,full time,Entry Level,OH,dd46255edc502947b5c43a22d3572646,General
No,full time,Building Construction,CO,0096fca45e8df372f994ac924606bed0,Construction
No,full time,Experienced ,TX,ecb541e510547e71b443d626b9aaf107,Other
No,full time,Security,PA,1b1c25191111b97583ef5859b4f53f01,Legal
No,full time,Experienced ,TX,ac0232472f4b6dc680034cd5d0f0c74f,Other
No,full time,Experienced ,TX,1a79da91c59291d9bb628f5fbd342647,Other
No,full time,Experienced ,TX,a22f67c4e4e346694496eb048bc094e3,Other
No,full time,Medical,CO,48de479de919e3567616b0b2315548a8,Medical
No,full time,Administrative,TX,64e4ef868d1a169474c235739720133e,Administration
No,full time,Security,PA,d1d7a7254663fdd7e7e407f7ec774eb0,Legal
No,full time,Experienced ,TX,8732002ebe9cbe414de2778047a931f2,Other
No,full time,Experienced ,TX,8a0203bab8649974ad690812c3bf0fcb,Other
No,full time,Experienced ,TX,478085731f7c3511d747078c523545ae,Other
No,full time,Experienced ,TX,95088fa40288ecb191e201ecc8b77f60,Other
No,full time,Experienced ,CO,ffd5b7f1b76a2be26bbf23dcae109920,Other
No,full time,Retail,TX,000d6b27ca3019e5a8c36e021fd6a188,Finances
No,full time,Entry Level,TN,2f26997183ea6f2b76427bbbf848020a,General
No,full time,Experienced ,TX,731aabcad5fa96495d6e3d8c64c142d6,Other
No,full time,Experienced ,TX,d617c88d720bc5d22c282227f1fbcb38,Other
No,full time,Experienced ,TX,bd574882758e889ef8924f0dda7eac18,Other
No,full time,IT,TX,9de51ea740d55dc4602189b6b0d09f83,IT
No,full time,"To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and",TX,b8d37f16771a6a26347c9a6a20b51ea5,Other
No,full time,IT,TX,d0ae9a44a8ba00c592cc1284addd3660,IT
No,full time,Medical,TX,89e871fb48f800e07482a6ca72f59a99,Medical
No,full time,IT,DC,e51681094bde1f7015696d1c6df1039d,IT
No,full time,IT,CO,fb7612a05eb19b42d0285103a813b710,IT
No,full time,Experienced ,CO,35a5a16d92e2938338276592be532014,Other
No,full time,Medical,CO,b65ae90ef6120d0e74f9936ce1ad748d,Medical
No,full time,Sales,CO,67cc5e75313451321e391182ea4d7ffd,Finances
No,part time,Experienced ,NM,4a83e409d2ce7726b0b79ae99b91c451,Other
No,full time,Experienced ,CO,d3a8193cd6b0893b8783cffb761809f6,Other
No,full time,Experienced ,NJ,4655aaccc55e4210fc24a735b0198173,Other
No,part time,Experienced ,TX,a75c411423819caaf383bb84cef9f41b,Other
No,full time,Business,CO,7f402573cef4a7d18f7364a2c4d8ed4c,Business
No,full time,Security,MI,0524f657e238c68fa880014fa483e75d,Legal
No,full time,IT,TX,075174110784316ad22948af200c8bf7,IT
No,full time,Experienced ,TX,834324f4c573914d69d5cf3ae6ef25fd,Other
No,full time,IT,TX,e84aad533bd3568820c59ac0b2d1e4f1,IT
No,full time,Security,MN,c77087c948753c9d9dfb63ce19d65069,Legal
No,full time,Experienced ,CA,f7539c4b1d68d08a6e095807b3243fb9,Other
No,full time,Marketing,CO,972c46d1e5264ef0505f53a8e74fc7c0,Marketing
No,full time,Installation,TX,f8ee1d33465db8d598ff8a4f0f33162a,Engineering
No,full time,Experienced ,TX,818f2c21c41d7f6cca9f0becf2ff7d84,Other
No,full time,Administrative,TX,413cffb197d6c65d29e2f9680bb11fef,Administration
No,full time,Experienced ,CA,ae1215566b48bb2502978d2383eaf6bd,Other
No,full time,High school diploma or general education degree ,TX,67bcf8463d03704fd3de4700c7ace7b0,Education
No,full time,IT,TX,9d8ddcd34d1bc9b1349e7403f45337ee,IT
No,part time,Experienced ,DE,bc4635c29a331d26eef0759903a3d700,Other
No,full time,IT,TX,5c9db47b9e72997c30378ae4ef383e58,IT
No,full time,Experienced ,TX,c7805d93863e1e2db4bdb67b0ef26ba4,Other
No,full time,Experienced ,CO,6dd2ba3369f0b5995556150b3a564a4c,Other
No,full time,Experienced ,TX,1b2f5c5a522d9088b941171f58a65df4,Other
No,full time,Building Construction,CO,eb13ed052577ac22f2c369f398ceaabf,Construction
No,full time,IT,TX,ab84ec8b0b261ba3b7dddc4fba0b3a2f,IT
No,part time,Experienced ,WA,d5af70c0541a05cc173241aa576a0344,Other
No,full time,Building Construction,TX,d6ddba6bae6703c5ec85e2488c58e7ba,Construction
No,full time,Experienced ,OH,afa3df38032f01601cf5cb5bb73d401a,Other
No,full time,IT,TX,7cf28db933c80732b863f8e06a62d34c,IT
No,full time,Experienced ,CO,b8163713175f0221f52d6df73908c7e2,Other
No,full time,Sales,TX,f1da0684660f3b460a2578be9d099e3d,Finances
No,full time,Marketing,NY,cd7f3b15f6ef2818f6b464f4f4c1883c,Marketing
No,full time,Security,MA,7358410c1d7fc0ac978fc1ae782bcb02,Legal
No,full time,Sales,TX,3640a6375a263ce204731f3507510e67,Finances
No,full time,Accounting,TX,e3b83c66f0f9378855cc8cd2b2512b6e,Accounting
No,full time,Sales,TX,049d9c2459830b1d4eb257f0a40e7747,Finances
No,full time,Marketing,CO,9c96f8f55e265d803e6e469d30932ab3,Marketing
No,full time,Customer Support,TX,04a397267f6f841e3425d4a76e54baf5,Communications
No,full time,IT,TX,724eab71dc128650fe7c5b620d2afbdf,IT
No,full time,Human Resources,TX,bd2e77c8a413477cbe9d86d1227ba9fa,Development
No,full time,Customer Support,CO,5679941362c9ae9a63f7ccd98dda237a,Communications
